Probe,GeneID,Symbol,Distance,Sides,Raw.p,Pe
cg02723533,ENSG00000110092,CCND1,0,R1,8.804838677169848e-39,9.999000099990002e-5
cg04807036,ENSG00000233183,RP3-468B3.2,179310,R7,9.569251965605019e-39,2.9997000299970003e-4
cg01715680,ENSG00000012963,UBR7,29815,L4,1.2016529530253297e-38,9.999000099990002e-5
cg20268352,ENSG00000243478,AOX2P,0,R1,1.2097695366584107e-38,7.999200079992001e-4
cg12905592,ENSG00000139644,TMBIM6,10057,R8,1.2187431960252728e-38,0.0027997200279972004
cg02711212,ENSG00000259457,RP11-279F6.2,3037,R2,1.231034314510301e-38,2.9997000299970003e-4
cg00601836,ENSG00000155906,RMND1,357015,L4,1.236075056311694e-38,1.9998000199980003e-4
cg00601836,ENSG00000207422,RNU6-813P,193317,R1,1.4085149490647936e-38,0.0012998700129987
cg02898500,ENSG00000057593,F7,51558,L6,1.4224651475776519e-38,9.999000099990002e-5
cg02831668,ENSG00000170965,PLAC1,0,L4,1.4943031386961836e-38,9.999000099990002e-5
cg24582851,ENSG00000057935,MTA3,0,L3,1.5491662065471294e-38,9.999000099990002e-5
cg26551026,ENSG00000134508,CABLES1,0,R5,1.5711658207170865e-38,9.999000099990002e-5
cg02321903,ENSG00000149476,TKFC,174624,R7,1.783673053787501e-38,1.9998000199980003e-4
cg22830638,ENSG00000135638,EMX1,46372,L1,1.980552720419258e-38,9.999000099990002e-5
cg25581090,ENSG00000126803,HSPA2,0,R2,2.0247311288362564e-38,9.999000099990002e-5
cg02480685,ENSG00000164938,TP53INP1,201890,R1,2.1120730012232325e-38,1.9998000199980003e-4
cg25898520,ENSG00000249661,TNRC18P1,279434,L5,2.499899070997585e-38,9.99900009999e-4
cg18623649,ENSG00000154473,BUB3,104082,L2,2.8377357642131267e-38,9.999000099990002e-5
cg25343204,ENSG00000232400,RAD17P1,62578,R4,2.942236828725382e-38,0.0021997800219978004
cg05903710,ENSG00000047578,KIAA0556,185720,R5,2.959899520611982e-38,1.9998000199980003e-4
cg17234201,ENSG00000168993,CPLX1,0,R2,3.311829763473136e-38,8.999100089991e-4
cg00067884,ENSG00000259459,RP11-321G12.1,239678,L6,3.4664058059754365e-38,0.0011998800119988001
cg02766770,ENSG00000162949,CAPN13,572840,R10,4.085803136624968e-38,1.9998000199980003e-4
cg23968286,ENSG00000073969,NSF,850,L1,4.2631346596230924e-38,9.999000099990002e-5
cg04807036,ENSG00000249346,LINC01016,153493,R5,4.4527398835180295e-38,7.999200079992001e-4
cg01266390,ENSG00000154473,BUB3,104018,L2,5.114773526527709e-38,9.999000099990002e-5
cg05274650,ENSG00000006071,ABCC8,429820,L8,5.11515688207591e-38,6.999300069993001e-4
cg13433729,ENSG00000092820,EZR,0,R3,5.966064391425613e-38,9.999000099990002e-5
cg14780990,ENSG00000185442,FAM174B,0,L3,6.766235936538661e-38,9.99900009999e-4
cg01716603,ENSG00000002834,LASP1,0,R1,7.673000423033705e-38,1.9998000199980003e-4
cg27327508,ENSG00000181751,C5orf30,243770,R6,7.780927347098187e-38,0.0014998500149985001
cg14686437,ENSG00000083307,GRHL2,0,R1,8.001328729331703e-38,3.9996000399960006e-4
cg16025492,ENSG00000164219,PGGT1B,166178,L7,8.460918833077747e-38,2.9997000299970003e-4
cg21466315,ENSG00000091527,CDV3,0,R1,8.579858266303996e-38,9.999000099990002e-5
cg00452252,ENSG00000260136,CTD-2270L9.4,236683,R6,8.946631559355651e-38,9.999000099990002e-5
cg15777028,ENSG00000111371,SLC38A1,0,L2,8.946740123115728e-38,9.999000099990002e-5
cg12716367,ENSG00000171428,NAT1,402508,R10,9.07246657753836e-38,0.0022997700229977
cg24803346,ENSG00000135638,EMX1,38276,L1,9.52659350036289e-38,9.999000099990002e-5
cg14408428,ENSG00000136828,RALGPS1,83869,R4,9.593178350697208e-38,2.9997000299970003e-4
cg12633764,ENSG00000262881,RP11-669E14.4,6278,R1,9.67061133816676e-38,9.999000099990002e-5
cg03604930,ENSG00000081923,ATP8B1,372271,L5,9.727932201331527e-38,0.0013998600139986002
cg14818176,ENSG00000189159,HN1,0,L3,1.000311001464194e-37,9.999000099990002e-5
cg15543523,ENSG00000146476,ARMT1,336575,L2,1.0430448987267441e-37,0.007599240075992401
cg01869342,ENSG00000168743,NPNT,58488,L3,1.1183372268806982e-37,0.0010998900109989002
cg00732656,ENSG00000244265,SIAH2-AS1,19908,R2,1.1657844077784287e-37,1.9998000199980003e-4
cg15873474,ENSG00000149657,LSM14B,251517,R4,1.1824409668759288e-37,9.999000099990002e-5
cg14796908,ENSG00000248429,RP11-597D13.9,13036,R2,1.303531787973395e-37,1.9998000199980003e-4
cg07060739,ENSG00000260810,CTD-2547L24.4,5014,L1,1.3113073086537266e-37,9.999000099990002e-5
cg05120309,ENSG00000168350,DEGS2,124798,R4,1.4369409222355284e-37,0.0057994200579942
cg04827020,ENSG00000259450,RP11-265N7.1,389144,L5,1.4563274413175999e-37,9.999000099990002e-5
cg02981942,ENSG00000176842,IRX5,390167,R2,1.4570760154790876e-37,0.0017998200179982
cg10685128,ENSG00000109436,TBC1D9,0,L4,1.5404596212595389e-37,0.007899210078992101
cg05570141,ENSG00000183779,ZNF703,0,R2,1.5839130182783432e-37,0.0036996300369963003
cg02095895,ENSG00000139865,TTC6,738993,R10,1.626937341986807e-37,0.0064993500649935
cg10543634,ENSG00000103599,IQCH,0,R2,1.6979502800560185e-37,6.999300069993001e-4
cg17482224,ENSG00000185842,DNAH14,0,R1,1.7217186122407392e-37,1.9998000199980003e-4
cg20349803,ENSG00000115109,EPB41L5,99744,L10,2.241674945744098e-37,9.999000099990002e-5
cg17063452,ENSG00000166167,BTRC,133368,L7,2.2730013406832025e-37,1.9998000199980003e-4
cg01637789,ENSG00000259450,RP11-265N7.1,389266,L5,2.452928199695546e-37,9.999000099990002e-5
cg18745416,ENSG00000233823,RP3-443C4.2,123010,R3,2.506456145521221e-37,0.007699230076992301
cg17226042,ENSG00000163875,MEAF6,0,L2,2.6112130978442814e-37,9.999000099990002e-5
cg05255811,ENSG00000164626,KCNK5,0,R2,2.8376807018888517e-37,0.0016998300169983002
cg14843888,ENSG00000271916,RP11-884K10.6,301542,R2,2.9075505227908457e-37,9.999000099990002e-5
cg18095824,ENSG00000164124,TMEM144,527729,L10,3.170273411883686e-37,1.9998000199980003e-4
cg14208041,ENSG00000150667,FSIP1,5337,L3,3.7430913026776916e-37,0.0053994600539946005
cg16015285,ENSG00000168672,FAM84B,13022,L1,3.743135938675949e-37,1.9998000199980003e-4
cg21862081,ENSG00000100583,SAMD15,73343,R6,3.901745157235243e-37,0.006199380061993801
cg07945582,ENSG00000050344,NFE2L3,0,R1,4.7348610378336816e-37,9.999000099990002e-5
cg02661728,ENSG00000232400,RAD17P1,112393,L3,4.795145036247553e-37,0.0028997100289971
cg18009093,ENSG00000145916,RMND5B,276007,L10,4.935198818608379e-37,3.9996000399960006e-4
cg08884395,ENSG00000091831,ESR1,0,R2,5.215477811111192e-37,0.014498550144985502
cg05859264,ENSG00000156711,MAPK13,0,R2,5.361493468373819e-37,9.999000099990002e-5
cg10685128,ENSG00000249661,TNRC18P1,81926,L3,6.067964472724171e-37,0.0011998800119988001
cg26089753,ENSG00000233823,RP3-443C4.2,6588,R3,6.082279855310078e-37,0.007899210078992101
cg26932623,ENSG00000176393,RNPEP,11882,L5,6.154796882543575e-37,9.999000099990002e-5
cg25015733,ENSG00000071073,MGAT4A,0,L2,6.5941476114066785e-37,9.999000099990002e-5
cg03337918,ENSG00000156170,NDUFAF6,19606,L1,6.872575793148311e-37,9.999000099990002e-5
cg04717045,ENSG00000255774,AP000439.3,174080,L1,7.220944663444226e-37,0.0013998600139986002
cg24692310,ENSG00000167987,VPS37C,0,L2,7.779913206218383e-37,9.999000099990002e-5
cg03987648,ENSG00000179387,ELMOD2,486539,R9,8.108067480848382e-37,3.9996000399960006e-4
cg14480531,ENSG00000153944,MSI2,0,L7,8.220480566896807e-37,0.0022997700229977
cg19308497,ENSG00000143318,CASQ1,12902,R2,8.334344038780612e-37,9.999000099990002e-5
cg12840933,ENSG00000152380,FAM151B,24608,L1,8.33444244764246e-37,9.999000099990002e-5
cg21157873,ENSG00000143373,ZNF687,221830,L10,8.449974326093113e-37,1.9998000199980003e-4
cg17933936,ENSG00000143799,PARP1,289928,L9,1.0104948215451134e-36,9.999000099990002e-5
cg03779973,ENSG00000198589,LRBA,183710,R3,1.0530470271803885e-36,7.999200079992001e-4
cg17292100,ENSG00000164919,COX6C,344304,L10,1.2248760988934628e-36,0.0026997300269973002
cg11415739,ENSG00000082512,TRAF5,0,R1,1.2763933098631355e-36,9.999000099990002e-5
cg26272088,ENSG00000140443,IGF1R,0,L4,1.444222779641675e-36,3.9996000399960006e-4
cg12636882,ENSG00000175920,DOK7,284106,R9,1.4640024610084497e-36,1.9998000199980003e-4
cg18699337,ENSG00000279685,MAPT-IT1,182979,L6,1.5548416039019434e-36,9.99900009999e-4
cg23282964,ENSG00000234115,RP11-288G3.4,99051,R7,1.7766782203484063e-36,5.999400059994001e-4
cg03103549,ENSG00000101343,CRNKL1,0,R1,1.798497694660831e-36,6.999300069993001e-4
cg03094083,ENSG00000076351,SLC46A1,130253,L7,1.979484697873156e-36,2.9997000299970003e-4
cg23104439,ENSG00000235269,AL162759.1,95179,L2,2.0562306425520852e-36,9.999000099990002e-5
cg04240491,ENSG00000162949,CAPN13,118012,R3,2.2689279851401978e-36,6.999300069993001e-4
cg00347938,ENSG00000255774,AP000439.3,174404,L1,2.3631432566191542e-36,0.0014998500149985001
cg22830091,ENSG00000230882,AC005077.14,257403,L8,2.397519098152898e-36,0.0014998500149985001
cg15646741,ENSG00000117335,CD46,52877,L1,2.4305347542145934e-36,9.999000099990002e-5
cg17176911,ENSG00000181788,SIAH2,197805,R8,2.4305347542145934e-36,3.9996000399960006e-4
cg07618409,ENSG00000153944,MSI2,0,L7,2.464002181680162e-36,0.0023997600239976003
cg08240383,ENSG00000234233,KCNH1-IT1,747421,R5,2.715966604538077e-36,9.999000099990002e-5
cg12930753,ENSG00000175895,PLEKHF2,0,R7,2.8637781630184838e-36,0.0013998600139986002
cg08240383,ENSG00000143473,KCNH1,291656,R2,3.0864521696465985e-36,1.9998000199980003e-4
cg18745416,ENSG00000207422,RNU6-813P,74384,R1,3.099787008629264e-36,0.0022997700229977
cg14685146,ENSG00000141349,G6PC3,59350,R4,3.1944086058169334e-36,4.999500049995e-4
cg02723533,ENSG00000255774,AP000439.3,174282,L1,3.3830410060428544e-36,0.0014998500149985001
cg06131630,ENSG00000134490,TMEM241,227121,L8,3.467028997759384e-36,9.999000099990002e-5
cg25950520,ENSG00000115109,EPB41L5,100064,L10,3.6614968315948564e-36,9.999000099990002e-5
cg03274800,ENSG00000253125,RP11-459E5.1,195990,L5,3.675515741016353e-36,9.99900009999e-4
cg20900312,ENSG00000165548,TMEM63C,0,L5,3.711783964065188e-36,3.9996000399960006e-4
cg18875607,ENSG00000253959,LINC01863,144611,R5,4.183383206482181e-36,0.0017998200179982
cg26185500,ENSG00000196166,C8orf86,0,R3,4.245255744283475e-36,1.9998000199980003e-4
cg16520191,ENSG00000245750,DRAIC,166333,R10,4.492217610690735e-36,0.0041995800419958006
cg27627493,ENSG00000259459,RP11-321G12.1,36840,L2,4.604621155159567e-36,0.0017998200179982
cg14864167,ENSG00000205268,PDE7A,0,R2,4.616343666325769e-36,1.9998000199980003e-4
cg22877504,ENSG00000118242,MREG,0,R1,4.616343666325769e-36,2.9997000299970003e-4
cg26555149,ENSG00000163704,PRRT3,17391,L3,4.7438224781990103e-36,0.0044995500449955
cg11756387,ENSG00000121753,ADGRB2,170749,L8,4.874798791600577e-36,9.999000099990002e-5
cg06611115,ENSG00000207422,RNU6-813P,74185,R1,5.357855465044872e-36,0.0022997700229977
cg24803346,ENSG00000116096,SPR,82189,L2,5.5100910310842e-36,9.999000099990002e-5
cg14796908,ENSG00000164124,TMEM144,43888,R5,6.486806466025514e-36,4.999500049995e-4
cg19075717,ENSG00000049283,EPN3,49828,L6,6.756745565612984e-36,4.999500049995e-4
cg21608605,ENSG00000091831,ESR1,0,R2,6.756745565612984e-36,0.016198380161983803
cg12263469,ENSG00000255774,AP000439.3,174154,L1,7.427252177934395e-36,0.0016998300169983002
cg13433729,ENSG00000203711,C6orf99,59078,R6,7.635369111479679e-36,9.999000099990002e-5
cg09245901,ENSG00000197594,ENPP1,53207,R6,7.952769465913054e-36,9.999000099990002e-5
cg12178900,ENSG00000197168,NEK5,34976,R3,8.51116165202548e-36,0.0013998600139986002
cg09560658,ENSG00000250740,RP11-710F7.2,115632,L2,9.642334895530559e-36,5.999400059994001e-4
cg24477315,ENSG00000185630,PBX1,0,R1,1.1011864016344681e-35,2.9997000299970003e-4
cg13204673,ENSG00000173467,AGR3,23830,L3,1.1576675225433787e-35,0.0110988901109889
cg26019600,ENSG00000186868,MAPT,0,L2,1.2608611519836646e-35,0.0025997400259974
cg00836101,ENSG00000137801,THBS1,0,R1,1.27804196904412e-35,9.999000099990002e-5
cg07097876,ENSG00000187720,THSD4,0,L2,1.5237405057814404e-35,0.008899110088991101
cg13778078,ENSG00000168993,CPLX1,0,R2,1.8660314275701185e-35,0.0022997700229977
cg02815102,ENSG00000149657,LSM14B,308612,R4,1.969556559705625e-35,9.999000099990002e-5
cg23093870,ENSG00000259641,PCAT29,30613,R3,2.1303279445548233e-35,9.999000099990002e-5
cg00169897,ENSG00000167513,CDT1,223115,L10,2.13563726227017e-35,1.9998000199980003e-4
cg12828073,ENSG00000196132,MYT1,0,R1,2.236739055694364e-35,9.999000099990002e-5
cg06539449,ENSG00000110092,CCND1,0,R1,2.477069976370763e-35,9.999000099990002e-5
cg03337918,ENSG00000164938,TP53INP1,186650,R1,2.510676496980037e-35,5.999400059994001e-4
cg02546690,ENSG00000006071,ABCC8,336087,L7,2.528672814577854e-35,0.0018998100189981002
cg19917650,ENSG00000154473,BUB3,103948,L2,2.579254507495078e-35,9.999000099990002e-5
cg00653455,ENSG00000157388,CACNA1D,66314,L8,2.6856261344258765e-35,7.999200079992001e-4
cg25383323,ENSG00000154473,BUB3,103846,L2,2.6856261344258765e-35,9.999000099990002e-5
cg17176029,ENSG00000135773,CAPN9,107397,R4,2.9510465470295686e-35,1.9998000199980003e-4
cg20197756,ENSG00000168672,FAM84B,621091,L9,3.0726783160305445e-35,2.9997000299970003e-4
cg21157873,ENSG00000143375,CGN,0,R2,3.3761130865647296e-35,9.999000099990002e-5
cg05027594,ENSG00000169762,TAPT1,0,L2,3.562683059296722e-35,3.9996000399960006e-4
cg19917650,ENSG00000196177,ACADSB,216104,L5,3.759492944142073e-35,0.0023997600239976003
cg25343204,ENSG00000227965,AC098592.6,86932,R5,3.786553292964871e-35,5.999400059994001e-4
cg15481472,ENSG00000092820,EZR,0,R3,4.3581848931773825e-35,9.999000099990002e-5
cg05048475,ENSG00000116299,KIAA1324,176711,L5,4.5373015605529625e-35,5.999400059994001e-4
cg24657085,ENSG00000141741,MIEN1,24403,R3,4.598617570375994e-35,1.9998000199980003e-4
cg00025347,ENSG00000104365,IKBKB,169820,L7,4.852223757796776e-35,9.999000099990002e-5
cg18997901,ENSG00000196586,MYO6,0,R4,4.852223757796776e-35,9.999000099990002e-5
cg22416376,ENSG00000279903,RP11-349F21.5,37156,L2,5.017346988777181e-35,9.999000099990002e-5
cg13182816,ENSG00000259345,RP11-624L4.1,0,L2,5.538434858180282e-35,9.999000099990002e-5
cg05570141,ENSG00000254290,RP11-150O12.3,99582,L3,5.889713589415061e-35,0.0036996300369963003
cg13241663,ENSG00000005156,LIG3,181977,R4,6.094425050568081e-35,1.9998000199980003e-4
cg26451345,ENSG00000153294,ADGRF4,0,R1,6.102784308903177e-35,9.999000099990002e-5
cg11415739,ENSG00000054392,HHAT,659251,L10,6.344272519926885e-35,0.005099490050994901
cg27168737,ENSG00000223776,LGALS8-AS1,1361695,L10,6.386832474030174e-35,0.0023997600239976003
cg17781464,ENSG00000111057,KRT18,22347,R2,6.69347278510445e-35,0.0047995200479952005
cg19171161,ENSG00000141582,CBX4,3293,R1,6.69347278510445e-35,1.9998000199980003e-4
cg00555420,ENSG00000169762,TAPT1,0,L2,6.874822325103065e-35,3.9996000399960006e-4
cg23111196,ENSG00000188725,SMIM15,144961,L3,7.350982747338086e-35,1.9998000199980003e-4
cg04115702,ENSG00000171302,CANT1,380430,L6,7.755108886333675e-35,0.0013998600139986002
cg09565310,ENSG00000129625,REEP5,283316,L7,7.755108886333675e-35,4.999500049995e-4
cg22868961,ENSG00000118513,MYB,55732,L4,7.859542300935497e-35,0.008399160083991601
cg27505472,ENSG00000115109,EPB41L5,100009,L10,7.859542300935497e-35,9.999000099990002e-5
cg13208438,ENSG00000140403,DNAJA4,260385,R8,9.227200394129796e-35,9.999000099990002e-5
cg27328839,ENSG00000204049,RP11-126H7.4,50093,L2,1.1131844949517028e-34,6.999300069993001e-4
cg03010887,ENSG00000131149,GSE1,0,L5,1.12734823437666e-34,2.9997000299970003e-4
cg22255095,ENSG00000149657,LSM14B,225184,R4,1.12734823437666e-34,9.999000099990002e-5
cg05764691,ENSG00000168434,COG7,472227,R9,1.1891341035015803e-34,0.007499250074992501
cg18486590,ENSG00000126803,HSPA2,0,R2,1.1891472803616715e-34,9.999000099990002e-5
cg08380379,ENSG00000243478,AOX2P,0,L2,1.2696617202645327e-34,0.0024997500249975004
cg04240980,ENSG00000178568,ERBB4,1144092,R9,1.287925130704819e-34,0.0045995400459954
cg26123763,ENSG00000181788,SIAH2,34778,L1,1.3054998958593388e-34,8.999100089991e-4
cg08705382,ENSG00000135773,CAPN9,561104,R10,1.471837652348828e-34,1.9998000199980003e-4
cg20141578,ENSG00000121380,BCL2L14,0,R1,1.4915743753538312e-34,2.9997000299970003e-4
cg21380380,ENSG00000106415,GLCCI1,0,R1,1.5115906905109014e-34,9.999000099990002e-5
cg06611115,ENSG00000120262,CCDC170,68871,L1,1.573202598470522e-34,0.0052994700529947
cg23502639,ENSG00000029725,RABEP1,113750,L10,1.573202598470522e-34,0.0030996900309969004
cg18237739,ENSG00000196932,TMEM26,0,R1,1.594289267906563e-34,1.9998000199980003e-4
cg17864487,ENSG00000124839,RAB17,133084,L3,1.6156566885580316e-34,0.0032996700329967
cg06174454,ENSG00000007402,CACNA2D2,28410,R9,1.7499683368996323e-34,0.008399160083991601
cg26371913,ENSG00000254164,CTB-33O18.2,260985,R7,1.751895608526801e-34,1.9998000199980003e-4
cg08815672,ENSG00000234869,RP3-439F8.1,7395,R1,1.7734077413325392e-34,9.999000099990002e-5
cg25457884,ENSG00000196132,MYT1,0,R1,1.8810631256688776e-34,9.999000099990002e-5
cg00836101,ENSG00000259345,RP11-624L4.1,156851,L8,1.893613226822714e-34,9.999000099990002e-5
cg18535410,ENSG00000139835,GRTP1,185208,R8,1.9989017724128835e-34,9.999000099990002e-5
cg17487705,ENSG00000272485,RP11-284J1.1,66848,R7,2.0164489888629316e-34,9.999000099990002e-5
cg17487705,ENSG00000112685,EXOC2,14785,L1,2.0802232180432254e-34,9.999000099990002e-5
cg04827020,ENSG00000259345,RP11-624L4.1,156258,L8,2.1924355518846203e-34,9.999000099990002e-5
cg10547843,ENSG00000235713,RP4-604G5.3,11018,L1,2.2180286560569182e-34,4.999500049995e-4
cg26371913,ENSG00000253768,CTB-33O18.1,248525,R6,2.2660165921988335e-34,0.0012998700129987
cg01555764,ENSG00000196132,MYT1,0,R1,2.310456666861244e-34,9.999000099990002e-5
cg25628461,ENSG00000168993,CPLX1,91721,R6,2.407531587626041e-34,0.0032996700329967
cg25338972,ENSG00000233823,RP3-443C4.2,123231,R3,2.5576202909706857e-34,0.010198980101989802
cg12277789,ENSG00000154473,BUB3,103786,L2,2.9769453498296228e-34,2.9997000299970003e-4
cg07211251,ENSG00000164331,ANKRA2,127905,L2,3.0166781616316395e-34,0.0021997800219978004
cg16772207,ENSG00000196132,MYT1,0,R1,3.0744400978650123e-34,9.999000099990002e-5
cg01637789,ENSG00000259345,RP11-624L4.1,156380,L8,3.0965449444528743e-34,9.999000099990002e-5
cg24073777,ENSG00000130940,CASZ1,0,L2,3.3540972909153236e-34,0.0013998600139986002
cg11182257,ENSG00000187164,SHTN1,0,R2,3.536607140272505e-34,9.999000099990002e-5
cg07139503,ENSG00000241359,SYNPR-AS1,386814,L9,3.7693076126932894e-34,2.9997000299970003e-4
cg15765380,ENSG00000244265,SIAH2-AS1,2000,R2,3.852980682738222e-34,4.999500049995e-4
cg02927679,ENSG00000273143,RP11-525A16.4,4546,L1,3.862290533485092e-34,9.999000099990002e-5
cg05177729,ENSG00000255774,AP000439.3,174640,L2,4.437840641369092e-34,0.0027997200279972004
cg10063575,ENSG00000205352,PRR13,13244,R2,4.669412796438307e-34,9.999000099990002e-5
cg10297792,ENSG00000257817,RP4-601P9.2,22168,R1,4.847323697210136e-34,9.999000099990002e-5
cg18627496,ENSG00000149657,LSM14B,348305,R4,4.858289132486472e-34,9.999000099990002e-5
cg05707211,ENSG00000254111,RP11-150O12.5,87878,R4,4.874960741825415e-34,9.999000099990002e-5
cg25608555,ENSG00000187486,KCNJ11,533681,L9,5.054642442791254e-34,0.0112988701129887
cg03190578,ENSG00000163517,HDAC11,3325,R2,5.190091640834217e-34,9.999000099990002e-5
cg15580052,ENSG00000139044,B4GALNT3,0,R1,5.692749286319885e-34,9.999000099990002e-5
cg17482224,ENSG00000143742,SRP9,848518,R8,5.922707966904428e-34,1.9998000199980003e-4
cg02711212,ENSG00000259641,PCAT29,30442,R3,6.1058943490480345e-34,9.999000099990002e-5
cg18745416,ENSG00000120262,CCDC170,69070,L1,6.161891057578362e-34,0.005499450054994501
cg23507945,ENSG00000164485,IL22RA2,0,R1,7.355202395429538e-34,0.005599440055994401
cg02880679,ENSG00000247011,RP11-700H6.1,273540,L9,7.419943297453658e-34,9.999000099990002e-5
cg16392797,ENSG00000162078,ZG16B,85254,R10,7.509551834893327e-34,0.0038996100389961006
cg02009766,ENSG00000259703,LINC00593,248772,L3,7.550921481252474e-34,9.999000099990002e-5
cg13211324,ENSG00000072858,SIDT1,25310,L4,7.709993936147456e-34,8.999100089991e-4
cg02026180,ENSG00000136068,FLNB,0,R1,7.812325403682298e-34,9.999000099990002e-5
cg17176911,ENSG00000244265,SIAH2-AS1,218615,R9,8.286142923587388e-34,4.999500049995e-4
cg04673465,ENSG00000163624,CDS1,0,R1,8.454720191863978e-34,5.999400059994001e-4
cg02983911,ENSG00000101425,BPI,0,R2,8.76085226720295e-34,0.006099390060993901
cg05890855,ENSG00000144583,MARCH4,339495,R10,8.961400507188453e-34,9.999000099990002e-5
cg06389019,ENSG00000109062,SLC9A3R1,0,R1,1.0299511728940945e-33,0.0035996400359964
cg01221209,ENSG00000071539,TRIP13,337870,R10,1.0435831826027476e-33,3.9996000399960006e-4
cg26452081,ENSG00000143816,WNT9A,0,L2,1.0999266907442423e-33,9.999000099990002e-5
cg23093870,ENSG00000259703,LINC00593,273718,R6,1.1292030812117119e-33,9.999000099990002e-5
cg08884395,ENSG00000146476,ARMT1,336650,L2,1.1292212229995813e-33,0.0124987501249875
cg20889445,ENSG00000204852,TCTN1,22264,R1,1.2543533884661609e-33,0.006999300069993001
cg11802013,ENSG00000255774,AP000439.3,174466,L1,1.2548586742576234e-33,0.0032996700329967
cg21281463,ENSG00000105738,SIPA1L3,0,R1,1.3219900054474239e-33,9.999000099990002e-5
cg26089753,ENSG00000146476,ARMT1,336584,L2,1.3750834159849832e-33,0.012598740125987402
cg24754277,ENSG00000196730,DAPK1,0,R1,1.3932476550324807e-33,0.0014998500149985001
cg25290888,ENSG00000187720,THSD4,27004,R1,1.3932476550324807e-33,0.012098790120987902
cg01833755,ENSG00000140025,EFCAB11,371639,R7,1.4491825860548718e-33,0.0058994100589941
